Date,ALGN,AMZN,ATVI,AVGO,EA,HII,MU,NFLX,NVDA,STZ
2013-02-07,32.2400016784668,13.011500358581543,11.160974502563477,26.829500198364258,16.694395065307617,38.66288375854492,7.669236183166504,25.994285583496094,2.838712453842163,28.587663650512695
2013-02-08,32.72999954223633,13.09749984741211,12.4103364944458,27.105777740478516,17.189191818237305,39.102237701416016,7.689079284667969,25.85285758972168,2.857189893722534,28.822948455810547
2013-02-11,33.029998779296875,12.86050033569336,12.558409690856934,27.16716957092285,17.22877311706543,38.96440124511719,7.847821235656738,25.412857055664062,2.8895273208618164,28.343320846557617
2013-02-12,33.02000045776367,12.9350004196167,12.502882957458496,26.96763801574707,17.357423782348633,38.981632232666016,7.8577423095703125,25.421428680419922,2.871049165725708,28.497161865234375
2013-02-13,32.75,13.47350025177002,12.7064790725708,26.99066925048828,16.99127197265625,39.24005889892578,7.887506008148193,26.610000610351562,2.857189893722534,28.8500919342041
2013-02-14,32.560001373291016,13.461999893188477,12.956355094909668,27.35135269165039,16.971479415893555,38.93854904174805,8.016484260559082,26.77142906188965,2.9403421878814697,39.59196472167969
2013-02-15,32.72999954223633,13.254500389099121,13.298772811889648,26.96763801574707,16.793352127075195,39.067779541015625,7.847821235656738,27.072856903076172,2.9403421878814697,39.266170501708984
2013-02-19,32.599998474121094,13.487500190734863,13.539389610290527,27.274608612060547,17.40690040588379,39.2314567565918,8.056169509887695,28.064285278320312,2.901075601577759,39.1666259765625
2013-02-20,31.729999542236328,13.320500373840332,13.178462982177734,26.606937408447266,17.298046112060547,39.14531326293945,7.818057060241699,26.731428146362305,2.859499931335449,37.82728958129883
2013-02-21,31.40999984741211,13.29699993133545,13.215481758117676,25.83951187133789,17.456377029418945,38.447513580322266,7.619629383087158,26.735713958740234,2.838712453842163,38.877044677734375
2013-02-22,31.8799991607666,13.270999908447266,13.428336143493652,26.16183090209961,17.62460708618164,38.72317886352539,7.9569573402404785,25.694286346435547,2.8918371200561523,39.78200149536133
2013-02-25,31.200000762939453,12.993499755859375,13.261754989624023,25.286949157714844,17.515756607055664,38.15461349487305,7.867663860321045,25.617143630981445,2.841021776199341,39.79106903076172
2013-02-26,31.049999237060547,12.968000411987305,13.122937202453613,25.425090789794922,17.505859375,39.25979232788086,7.897428512573242,26.29857063293457,2.87471866607666,40.460716247558594
2013-02-27,31.469999313354492,13.162500381469727,13.196972846984863,25.854860305786133,17.93138313293457,40.68443298339844,8.11569881439209,26.33142852783203,2.9281697273254395,40.40642547607422
2013-02-28,31.440000534057617,13.213500022888184,13.233991622924805,26.261608123779297,17.3475284576416,41.47879409790039,8.314126968383789,26.86857032775879,2.9421141147613525,40.0353889465332
2013-03-01,31.1299991607666,13.286999702453613,13.280264854431152,25.86254119873047,17.852216720581055,41.366546630859375,8.185149192810059,27.0528564453125,2.953732967376709,39.67340850830078
2013-03-04,30.989999771118164,13.655500411987305,13.298772811889648,25.739736557006836,18.01055145263672,40.79668426513672,8.333969116210938,25.887142181396484,2.9421141147613525,40.22544479370117
2013-03-05,31.799999237060547,13.779500007629395,13.48386287689209,26.346012115478516,18.317319869995117,41.50468826293945,8.661375045776367,25.961429595947266,2.9746484756469727,39.94489669799805
2013-03-06,32.439998626708984,13.689499855041504,13.557899475097656,26.63763999938965,18.426176071166992,42.45444107055664,8.582003593444824,26.134286880493164,2.9723241329193115,39.13948440551758
2013-03-07,32.720001220703125,13.694000244140625,13.854044914245605,26.837173461914062,18.515239715576172,42.350833892822266,8.869725227355957,25.937143325805664,2.96535325050354,39.86344909667969
2013-03-08,33.290000915527344,13.709500312805176,13.733736038208008,27.067405700683594,18.386594772338867,43.654605865478516,9.127681732177734,26.385713577270508,2.9792964458465576,39.80914306640625
2013-03-11,33.529998779296875,13.562000274658203,13.715226173400879,27.059728622436523,18.930870056152344,43.948177337646484,9.27650260925293,25.7785701751709,2.951409339904785,39.33857727050781
2013-03-12,32.959999084472656,13.706500053405762,13.752243995666504,27.205537796020508,19.04962158203125,44.32807922363281,9.246736526489258,26.015714645385742,2.9607040882110596,39.1666259765625
2013-03-13,32.880001068115234,13.755000114440918,13.863298416137695,27.619953155517578,18.74284553527832,45.6318473815918,9.435243606567383,27.479999542236328,2.9607040882110596,39.71864700317383
2013-03-14,33.290000915527344,13.286999702453613,13.90957260131836,28.134138107299805,19.13868522644043,46.69386291503906,9.613828659057617,26.90999984741211,2.9630286693573,40.460716247558594
2013-03-15,33.040000915527344,13.090999603271484,13.557899475097656,27.62763214111328,18.683469772338867,46.642051696777344,9.296343803405762,26.407142639160156,2.9374656677246094,41.4018669128418
2013-03-18,32.369998931884766,12.894499778747559,13.473514556884766,27.059728622436523,18.515239715576172,46.31394958496094,9.107837677001953,26.51285743713379,2.9165501594543457,42.623558044433594
2013-03-19,32.290000915527344,12.820500373840332,13.135972023010254,27.09042739868164,16.971479415893555,45.329647064208984,9.167366981506348,25.90999984741211,2.8979578018188477,42.71406936645508
2013-03-20,32.599998474121094,12.86400032043457,13.332870483398438,27.573915481567383,17.159502029418945,45.60595703125,9.23681640625,26.149999618530273,2.9328179359436035,42.415435791015625
2013-03-21,32.029998779296875,12.669500350952148,13.182853698730469,27.435043334960938,17.515756607055664,44.94111633300781,8.998703002929688,25.998571395874023,2.886338710784912,41.8634033203125
2013-03-22,32.630001068115234,12.887499809265137,13.44538402557373,27.620214462280273,17.782941818237305,45.25194549560547,9.961078643798828,25.899999618530273,2.900282144546509,42.162044525146484
2013-03-25,32.869998931884766,12.800999641418457,13.454761505126953,27.404178619384766,17.37721061706543,45.208763122558594,9.802335739135742,25.8271427154541,2.884014844894409,42.34303665161133
2013-03-26,33.599998474121094,13.01550006866455,13.55789852142334,27.61249351501465,17.585025787353516,45.93404006958008,9.842020988464355,27.229999542236328,2.9049293994903564,43.021751403808594
2013-03-27,33.31999969482422,13.265000343322754,13.57664966583252,27.496755599975586,17.60481834411621,45.72682189941406,9.881707191467285,27.177143096923828,2.9397900104522705,42.90411376953125
2013-03-28,33.5099983215332,13.32450008392334,13.661036491394043,27.712783813476562,17.515756607055664,46.046287536621094,9.901549339294434,27.040000915527344,2.9816203117370605,43.11225128173828
2013-04-01,32.439998626708984,13.080499649047852,13.539146423339844,27.26530647277832,17.733463287353516,46.43482971191406,9.306265830993652,26.06142807006836,2.884014844894409,42.80455780029297
2013-04-02,31.850000381469727,13.166000366210938,13.811055183410645,26.91040802001953,17.3673152923584,45.312374114990234,9.226895332336426,25.24142837524414,2.8538031578063965,44.1529655456543
2013-04-03,30.950000762939453,12.951499938964844,13.623531341552734,26.47064781188965,17.060544967651367,44.854766845703125,9.028467178344727,24.248571395874023,2.8189449310302734,43.7547721862793
2013-04-04,31.5,12.954000473022461,13.614156723022461,26.69438362121582,17.070438385009766,44.82022476196289,9.23681640625,23.812856674194336,2.8468308448791504,43.664276123046875
2013-04-05,31.040000915527344,12.77400016784668,13.529770851135254,26.486074447631836,17.16939926147461,44.53529739379883,9.23681640625,23.522857666015625,2.895634412765503,43.29323196411133
2013-04-08,31.68000030517578,12.947500228881836,13.74542236328125,26.74066925048828,17.090232849121094,44.29353713989258,9.316187858581543,23.294286727905273,2.8886635303497314,43.953861236572266
2013-04-09,31.8799991607666,13.057000160217285,13.75479793548584,26.83325958251953,17.26835823059082,44.103580474853516,9.494772911071777,24.194286346435547,2.9351415634155273,44.00815963745117
2013-04-10,32.630001068115234,13.238499641418457,13.95169734954834,27.296171188354492,17.614713668823242,44.77705764770508,10.010684967041016,23.724285125732422,2.9816203117370605,44.13486099243164
2013-04-11,32.86000061035156,13.492500305175781,13.782925605773926,27.489042282104492,17.446481704711914,45.01018142700195,9.901549339294434,24.715713500976562,2.9676766395568848,44.72308349609375
2013-04-12,32.7599983215332,13.643500328063965,13.74542236328125,26.933555603027344,17.397005081176758,46.322593688964844,9.931312561035156,24.742856979370117,3.0420432090759277,44.51493453979492
2013-04-15,31.200000762939453,13.38599967956543,13.389128684997559,26.061742782592773,16.733976364135742,44.78569030761719,9.484850883483887,25.21428680419922,2.9792964458465576,43.600929260253906
2013-04-16,31.799999237060547,13.616999626159668,13.529770851135254,26.678955078125,17.189191818237305,44.46623992919922,9.792413711547852,25.121429443359375,3.0118319988250732,43.53758239746094
2013-04-17,30.780000686645508,13.369999885559082,13.295366287231445,24.997058868408203,16.832935333251953,43.715065002441406,9.316187858581543,24.194286346435547,2.9723241329193115,42.89506149291992
2013-04-18,30.1299991607666,12.970999717712402,13.239110946655273,24.202396392822266,16.7636661529541,43.26607131958008,9.15744400024414,23.402856826782227,2.9142258167266846,42.84075927734375
2013-04-19,31.5,13.015999794006348,13.37037467956543,24.11752700805664,16.912105560302734,43.40422058105469,9.27650260925293,23.338571548461914,2.9211981296539307,43.90861892700195
2013-04-22,32.0,13.177499771118164,13.57664966583252,24.364412307739258,17.100126266479492,43.27470779418945,9.23681640625,24.90999984741211,2.925845146179199,43.24799728393555
2013-04-23,31.989999771118164,13.444999694824219,13.670412063598633,24.97391128540039,17.238670349121094,44.017242431640625,9.345951080322266,30.998571395874023,3.0025360584259033,44.243446350097656
2013-04-24,32.040000915527344,13.439000129699707,13.782925605773926,25.166780471801758,17.614713668823242,44.276275634765625,9.345951080322266,30.959999084472656,3.1047894954681396,43.474239349365234
2013-04-25,32.25,13.734999656677246,13.792303085327148,25.174503326416016,17.753257751464844,45.312374114990234,9.455086708068848,30.53571319580078,3.1303529739379883,43.86337661743164
2013-04-26,32.34000015258789,12.740500450134277,13.895440101623535,24.773317337036133,17.693880081176758,44.79432678222656,9.35587215423584,30.792856216430664,3.1164090633392334,43.24799728393555
2013-04-29,32.93000030517578,12.487000465393066,13.998576164245605,25.09734344482422,17.585025787353516,45.683650970458984,9.27650260925293,30.715713500976562,3.1535918712615967,43.211795806884766
2013-04-30,33.119998931884766,12.690500259399414,14.026707649230957,24.657594680786133,17.426692962646484,45.675018310546875,9.345951080322266,30.867143630981445,3.2000715732574463,44.65973663330078
2013-05-01,32.650001525878906,12.411499977111816,13.820429801940918,24.163822174072266,17.119918823242188,44.837501525878906,9.127681732177734,30.415714263916016,3.172183036804199,44.5511360168457
2013-05-02,32.400001525878906,12.6274995803833,13.923569679260254,24.757884979248047,17.357423782348633,45.71818542480469,9.246736526489258,30.641429901123047,3.209366798400879,45.1665153503418
2013-05-03,32.599998474121094,12.90250015258789,14.232980728149414,24.59587287902832,17.773048400878906,46.0549201965332,9.554302215576172,30.492856979370117,3.2233102321624756,45.43799591064453
2013-05-06,34.41999816894531,12.78600025177002,13.95169734954834,25.305665969848633,18.0996150970459,46.141265869140625,9.68327808380127,30.09857177734375,3.2140145301818848,45.45610046386719
2013-05-07,35.630001068115234,12.886500358581543,14.007951736450195,25.105064392089844,18.21836280822754,46.62478256225586,9.89162826538086,29.46428680419922,3.172183036804199,45.383697509765625
2013-05-08,35.90999984741211,12.934000015258789,14.307991027832031,25.84572982788086,21.335573196411133,46.210330963134766,10.159505844116211,29.801429748535156,3.2302823066711426,45.15745544433594
2013-05-09,35.68000030517578,13.008000373840332,13.492266654968262,26.131181716918945,21.41473960876465,46.331207275390625,10.625811576843262,30.915714263916016,3.232605218887329,44.162010192871094
2013-05-10,36.869998931884766,13.181500434875488,14.017330169677734,26.27776527404785,22.245996475219727,46.46073532104492,10.734946250915527,31.09857177734375,3.3790154457092285,44.65973663330078
2013-05-13,37.06999969482422,13.225500106811523,13.764174461364746,25.938297271728516,21.51369857788086,46.20170211791992,10.576203346252441,32.76856994628906,3.309296131134033,44.66877365112305
2013-05-14,36.279998779296875,13.416500091552734,14.195476531982422,26.000028610229492,22.176727294921875,46.75428771972656,10.566283226013184,33.424285888671875,3.3580989837646484,45.3656005859375
2013-05-15,36.220001220703125,13.32800006866455,13.97044849395752,26.37034797668457,22.404329299926758,47.12557601928711,10.784553527832031,34.771427154541016,3.4161970615386963,45.46515655517578
2013-05-16,36.849998474121094,13.206000328063965,13.932945251464844,26.39349937438965,21.790786743164062,47.63498306274414,10.973060607910156,33.861427307128906,3.399930715560913,46.84069061279297
2013-05-17,37.59000015258789,13.494999885559082,14.007951736450195,26.563232421875,21.97880744934082,48.19620132446289,11.221095085144043,34.14285659790039,3.455705404281616,47.24790954589844
2013-05-20,37.79999923706055,13.381500244140625,14.232980728149414,26.570941925048828,21.563180923461914,47.71268081665039,11.121881484985352,34.22142791748047,3.4487338066101074,46.560150146484375
2013-05-21,38.15999984741211,13.442999839782715,14.598649978637695,27.072429656982422,21.74130630493164,48.35163497924805,11.1417236328125,33.869998931884766,3.484937906265259,46.95833206176758
2013-05-22,37.29999923706055,13.14799976348877,14.336116790771484,26.663532257080078,21.523595809936523,47.980350494384766,10.834160804748535,32.65142822265625,3.3634777069091797,46.60540008544922
2013-05-23,36.97999954223633,13.09000015258789,14.570523262023926,26.208332061767578,22.41422462463379,48.35163497924805,11.300467491149902,32.31142807006836,3.4172005653381348,46.949275970458984
2013-05-24,36.70000076293945,13.086999893188477,14.636154174804688,26.308631896972656,22.532976150512695,47.78176498413086,11.498893737792969,32.67714309692383,3.39617919921875,47.962833404541016
2013-05-28,36.45000076293945,13.364500045776367,14.76742172241211,26.570941925048828,23.017881393432617,48.11849594116211,11.687399864196777,30.59857177734375,3.393843650817871,48.38816833496094
2013-05-29,35.970001220703125,13.27649974822998,14.326742172241211,26.563232421875,22.918920516967773,47.42652130126953,11.737008094787598,30.76285743713379,3.37282133102417,48.4605598449707
2013-05-30,36.18000030517578,13.341500282287598,14.05483341217041,29.178659439086914,23.10694122314453,47.82442092895508,11.796536445617676,31.808570861816406,3.4172005653381348,49.1935920715332
2013-05-31,35.75,13.460000038146973,13.529770851135254,29.109224319458008,22.750688552856445,47.763858795166016,11.588186264038086,32.32143020629883,3.379828929901123,47.97187805175781
2013-06-03,36.849998474121094,13.343999862670898,13.717290878295898,28.777469635009766,22.750688552856445,47.106483459472656,11.637792587280273,31.709999084472656,3.375156879425049,48.3338737487793
2013-06-04,35.880001068115234,13.28499984741211,13.492266654968262,29.163227081298828,22.48349952697754,47.461116790771484,11.617950439453125,32.18714141845703,3.379828929901123,47.15742492675781
2013-06-05,35.380001068115234,13.358499526977539,13.407880783081055,28.5460205078125,22.641830444335938,47.089176177978516,11.925514221191406,31.9228572845459,3.307420492172241,47.01262283325195
2013-06-06,35.189998626708984,13.391500473022461,13.707917213439941,28.35314178466797,23.03767204284668,47.74657440185547,12.25291919708252,31.105714797973633,3.328441619873047,47.36554718017578
